Unique ID,Start Date,End Date,"Q1. What is your current age? 
(Age)","Q2. What is your gender? 
(Gender)","Q3. Which of the following best describes the area or community in which you live? 
(Urban/Rural)","Q4.  Please indicate the answer that includes your entire household income in (previous year) before taxes. 
(Income)","Q6 Which of the following types of alcoholic beverages have you consumed in the past 4 weeks?
(Alcohol Category)",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Q7. Which of the following beer types of have you consumed in the past 4 weeks? 
(Beer Category )",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,"Q9. How relevant would you say the shown product is to you based on what you saw and read?
(Concept Relevance)","Q10. How appealing or unappealing is the shown product  to you?
(Concept Appeal)","Q11. How different do you think the shown product is from other beers currently available for purchase?
(Concept Differentiation)","Q12. Thinking about the shown product, which option describes how believable or unbelievable you feel the description and statements made about it are?
(Concept Beleivability)","Q13. How does the price fit with what you’d expect the shown to cost?
(Concept_Price)","Q14. Which statement below best describes how likely you would be to buy shown product if it were available at your local stores?
(Concept_Purchase Intent)","Q15. If the shwon product was available to you, how often would you expect yourself to drink at least one of these products?
(Concept_Drinking Frequency)",Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q17. We would like to know what effect this new product might have on the other beverages you buy. If it were available, would the shown product…? 
(Concept_Replacement Product)","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag,AI_Detection_29,AI_Detection_30
799.0,2024-10-20 12:28:49,2024-10-20 12:38:51,28.0,1.0,3.0,1.0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,I like the idea of a light crisp beer for a good price,Somewhat worried it will have a watery taste,1.0,,,,0.0,Human-Written,Human-Written
800.0,2024-10-20 12:53:50,2024-10-20 13:09:21,38.0,2.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,It’s pretty,I have no real complaints,1.0,,,,0.0,Human-Written,Human-Written
801.0,2024-10-20 13:16:05,2024-10-20 13:39:22,44.0,1.0,1.0,4.0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,It is a new product to try,It only has 2.8 abv,1.0,,,,0.0,Human-Written,Human-Written
802.0,2024-10-20 15:14:44,2024-10-20 15:23:37,36.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,It is a brand I like and organic,It's a light beer and I prefer regular.,1.0,,,,0.0,Human-Written,Human-Written
803.0,2024-10-20 15:22:02,2024-10-20 15:33:14,23.0,1.0,3.0,11.0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,5.0,5.0,4.0,3.0,3.0,4.0,6.0,That it is smooth,Nothing bad to say,2.0,Modelo,Twisted tea,Mikes hard,0.0,Human-Written,Human-Written
804.0,2024-10-20 15:42:48,2024-10-20 16:00:13,36.0,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,Pure taste,It’s a light beer,1.0,,,,0.0,Human-Written,Human-Written
805.0,2024-10-20 15:39:54,2024-10-20 16:14:09,26.0,2.0,1.0,7.0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,3.0,4.0,1.0,3.0,3.0,4.0,7.0,The fact that it is a premium light beer.,I'm not sure of the taste.,1.0,,,,0.0,Human-Written,Human-Written
807.0,2024-10-20 16:45:20,2024-10-20 16:54:25,35.0,2.0,1.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,2.0,3.0,1.0,8.0,I like Michelob Ultra because the taste is smooth and it gets me drunk,I think the pure gold looks like urine,2.0,Budwieser,Fireball,Crown Apple,0.0,Human-Written,Human-Written
808.0,2024-10-20 17:30:42,2024-10-20 18:16:51,41.0,1.0,1.0,3.0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,5.0,5.0,5.0,4.0,1.0,5.0,7.0,The taste would drive anyone to try it,Nothing,3.0,Heineken,Coors light,Corona,0.0,Human-Written,Human-Written
809.0,2024-10-20 18:40:39,2024-10-20 18:46:48,35.0,1.0,3.0,7.0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,It's different than what I drink,Nothing,2.0,Bud light,Modelo,Corona,0.0,Human-Written,Human-Written
810.0,2024-10-20 18:40:45,2024-10-20 18:49:46,55.0,2.0,3.0,6.0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,The premier taste and quality,The size of the bottle needs to be bigger,1.0,,,,0.0,Human-Written,Human-Written
811.0,2024-10-20 19:19:44,2024-10-20 19:28:13,38.0,2.0,3.0,6.0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,That it's organic,,2.0,Makers,Mark,Wiskey,0.0,Human-Written,Human-Written
812.0,2024-10-20 19:15:44,2024-10-20 19:43:24,56.0,2.0,1.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,I like the physical look of the product,No opinion,1.0,,,,0.0,Human-Written,Human-Written
813.0,2024-10-20 19:29:34,2024-10-20 19:57:15,52.0,1.0,2.0,1.0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,4.0,4.0,5.0,4.0,4.0,5.0,6.0,The crisp flavor of the product,Nothing to comment on,1.0,,,,0.0,Human-Written,Human-Written
814.0,2024-10-20 20:07:32,2024-10-20 20:16:03,32.0,1.0,3.0,7.0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,3.0,4.0,4.0,3.0,5.0,3.0,7.0,It looks tasty and a good value,Prefer the regular Michelin brand,1.0,,,,0.0,Human-Written,Human-Written
815.0,2024-10-20 20:30:46,2024-10-20 20:37:42,57.0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,2.0,3.0,3.0,7.0,,,2.0,Budweiser,,,0.0,Human-Written,Human-Written
817.0,2024-10-20 21:24:19,2024-10-20 21:35:25,30.0,2.0,3.0,4.0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,The package,I don't drink Michelob beers if at all,1.0,,,,0.0,Human-Written,Human-Written
818.0,2024-10-20 21:16:28,2024-10-20 21:38:03,34.0,2.0,1.0,5.0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,I personally don't like any light beer and I haven't tried it,The whole fact that it's a light beer,1.0,,,,0.0,Human-Written,Human-Written
819.0,2024-10-20 21:45:27,2024-10-20 21:58:12,35.0,2.0,2.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,The brand that makes it,It is extra light,1.0,,,,0.0,Human-Written,Human-Written
822.0,2024-10-20 22:04:18,2024-10-20 22:21:15,49.0,1.0,1.0,4.0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,4.0,5.0,3.0,4.0,5.0,2.0,7.0,Home made,Price,1.0,,,,0.0,Human-Written,Human-Written
825.0,2024-10-20 22:17:20,2024-10-20 22:32:10,56.0,1.0,1.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,it taste good and i love drinking beer,noyhing,3.0,miller,modelo,budwesser,0.0,Human-Written,Human-Written
826.0,2024-10-20 22:23:32,2024-10-20 22:37:39,60.0,2.0,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,There is nothing I like about it,The fact that it's too lite,1.0,,,,0.0,Human-Written,Human-Written
827.0,2024-10-20 22:38:01,2024-10-20 22:46:34,40.0,2.0,1.0,6.0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,That it light beer,Nothing,3.0,Budweiser,Miller,Coors,0.0,Human-Written,Human-Written
828.0,2024-10-20 22:32:18,2024-10-20 22:48:52,37.0,1.0,1.0,4.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,I like that it has a smooth taste,No complaints,2.0,Bud Light,Corona,Dox Equis,0.0,Human-Written,Human-Written
829.0,2024-10-20 22:24:12,2024-10-20 22:49:53,45.0,1.0,1.0,5.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1.0,2.0,5.0,2.0,5.0,1.0,0.0,I don't drink it at all.,I never tried this beer.,1.0,,,,0.0,Human-Written,Human-Written
830.0,2024-10-20 22:48:56,2024-10-20 22:54:43,37.0,2.0,3.0,11.0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,I like the color and light taste,No complaints,2.0,Bud,Michelob,Corona,0.0,Human-Written,Human-Written
831.0,2024-10-20 22:21:28,2024-10-20 23:01:40,59.0,1.0,5.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Ultra lightly Brewed keep you well balanced,Nothing too much,1.0,,,,0.0,Human-Written,Human-Written
832.0,2024-10-20 22:59:28,2024-10-20 23:05:31,38.0,2.0,1.0,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,The extra light,Nothing,2.0,Bud light,Coors,Heineken,0.0,Human-Written,Human-Written
834.0,2024-10-20 22:57:19,2024-10-20 23:12:10,64.0,2.0,5.0,6.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,"N/a, not familiar","N/a, not familiar",1.0,,,,0.0,Human-Written,Human-Written
836.0,2024-10-20 23:05:07,2024-10-20 23:14:59,41.0,1.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5.0,4.0,3.0,4.0,3.0,1.0,0.0,I like the price,I don't like that it is a light beer,1.0,,,,0.0,Human-Written,Human-Written
838.0,2024-10-20 23:29:56,2024-10-20 23:45:25,44.0,1.0,4.0,3.0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,I like the smooth coldness the way it goes down,I don't like when it's warm,2.0,Natural ice,Bud light,Coor,0.0,Human-Written,Human-Written
839.0,2024-10-20 23:44:39,2024-10-20 23:51:02,34.0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,5.0,3.0,3.0,4.0,4.0,7.0,It has a speaci taste to it,It’s a bit too light for me,2.0,Miller high life,Corona,Bud light,0.0,Human-Written,Human-Written
842.0,2024-10-21 01:43:17,2024-10-21 02:01:01,45.0,2.0,4.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,I don't know I never drunk Michelob light lager,I never drunk it so I wouldn't know,1.0,,,,0.0,Human-Written,Human-Written
843.0,2024-10-21 03:55:57,2024-10-21 04:04:22,36.0,1.0,1.0,12.0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,5.0,5.0,5.0,4.0,5.0,5.0,8.0,Everything the taste and flavor,Color,3.0,Brown bag,Coat,Pizza,0.0,Human-Written,Human-Written
844.0,2024-10-21 04:07:30,2024-10-21 04:15:03,46.0,2.0,3.0,10.0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,4.0,5.0,2.0,3.0,3.0,4.0,6.0,few carbs,nothing,1.0,,,,0.0,Human-Written,Human-Written
845.0,2024-10-21 04:47:27,2024-10-21 04:55:00,37.0,2.0,1.0,11.0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,5.0,5.0,5.0,4.0,4.0,5.0,8.0,It looks and sounds delicious,Price,2.0,Heineken,Corona,Yuengling,0.0,Human-Written,Human-Written
848.0,2024-10-21 06:05:38,2024-10-21 06:26:00,34.0,2.0,2.0,1.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,I like that it's an extra light beer.,None I dislike. No opinion,1.0,,,,1.0,Human-Written,Human-Written
849.0,2024-10-21 06:32:09,2024-10-21 06:37:34,49.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,Nothing,Nothing,2.0,,,,0.0,Human-Written,Human-Written
851.0,2024-10-21 06:41:09,2024-10-21 06:57:33,44.0,2.0,3.0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,That it’s organic,It’s a light beer,1.0,,,,0.0,Human-Written,Human-Written
852.0,2024-10-21 06:50:51,2024-10-21 07:02:44,31.0,2.0,3.0,6.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,4.0,7.0,The concept,Packageing,2.0,Heineken,Bud light,Millers light,0.0,Human-Written,Human-Written
854.0,2024-10-21 06:54:38,2024-10-21 07:19:03,29.0,1.0,2.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,The ingredients,Price,1.0,,,,0.0,Human-Written,Human-Written
855.0,2024-10-21 07:16:10,2024-10-21 07:25:34,42.0,2.0,1.0,1.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,It taste the same as the original,The color of the beer,1.0,,,,0.0,Human-Written,Human-Written
856.0,2024-10-21 07:21:39,2024-10-21 07:28:50,41.0,2.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,3.0,4.0,4.0,3.0,I like the taste of Michelob beer,I dislike the price of Michelob beer,2.0,Bud light,Busch light,Modelo,0.0,Human-Written,Human-Written
858.0,2024-10-21 07:23:54,2024-10-21 07:55:49,32.0,2.0,3.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.0,5.0,4.0,3.0,4.0,4.0,8.0,I like the visuals and designs of the product and how it has a smooth texture.,It doesn't have a lot of alcohol.,1.0,,,,0.0,Human-Written,Human-Written
859.0,2024-10-21 07:42:31,2024-10-21 08:05:51,53.0,1.0,5.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,the refreshing taste,i like everything about IT,1.0,,,,0.0,Human-Written,Human-Written
860.0,2024-10-21 08:11:07,2024-10-21 08:26:50,40.0,1.0,1.0,10.0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,5.0,5.0,3.0,3.0,3.0,5.0,6.0,i like the taste,i dislike the pricing,2.0,bud light,budweiser,coors,0.0,Human-Written,Human-Written
862.0,2024-10-21 09:16:20,2024-10-21 09:27:31,64.0,1.0,1.0,1.0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,3.0,4.0,4.0,4.0,3.0,3.0,6.0,the brand reputation,nothing,1.0,,,,0.0,Human-Written,Human-Written
863.0,2024-10-21 09:11:48,2024-10-21 09:31:04,44.0,2.0,1.0,5.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,I like this brand and the description of this product.,nothing,1.0,,,,0.0,Human-Written,Human-Written
865.0,2024-10-21 09:31:58,2024-10-21 09:45:27,33.0,2.0,1.0,8.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,It visibly appealing to me.,There's nothing I dislike,2.0,Busch,Budweiser,Cowboy,0.0,Human-Written,Human-Written
866.0,2024-10-21 09:34:30,2024-10-21 09:57:50,47.0,1.0,2.0,8.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,I would have to say the packaging,The price,1.0,,,,0.0,Human-Written,Human-Written
867.0,2024-10-21 09:38:42,2024-10-21 10:02:50,41.0,1.0,1.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,Nothing much at all about it,Nothing much at all about it,2.0,Budweiser,Miller,Coors,0.0,Human-Written,Human-Written
868.0,2024-10-21 11:24:38,2024-10-21 11:30:50,65.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,It's less filling and tastes good,Expensive,2.0,Bud,Modelo,Heineken,0.0,Human-Written,Human-Written
872.0,2024-10-21 11:30:51,2024-10-21 11:42:19,60.0,2.0,4.0,4.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,3.0,4.0,3.0,4.0,3.0,6.0,It could be a healthier beer,,1.0,,,,0.0,Human-Written,Human-Written
874.0,2024-10-21 11:44:52,2024-10-21 11:54:21,62.0,2.0,1.0,3.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,It like that is lower in calories.,It does not have a very complex flavor.,2.0,Carta Blanca,Margarita,Rum and Diet Coke,0.0,Human-Written,Human-Written
875.0,2024-10-21 11:47:43,2024-10-21 11:56:22,52.0,1.0,1.0,7.0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,3.0,5.0,5.0,4.0,4.0,5.0,8.0,the pulp the taste is bold and refreshing,nothing,3.0,millier lite,corona,budweiser,0.0,Human-Written,Human-Written
876.0,2024-10-21 11:34:01,2024-10-21 12:08:40,47.0,2.0,1.0,7.0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,5.0,5.0,4.0,4.0,3.0,5.0,6.0,have pure refreshing taste,nothing,1.0,,,,0.0,Human-Written,Human-Written
877.0,2024-10-21 12:23:22,2024-10-21 12:33:01,33.0,1.0,3.0,11.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,I dont like anything  michealob,Everything,1.0,,,,1.0,Human-Written,Human-Written
878.0,2024-10-21 12:44:47,2024-10-21 12:53:40,32.0,2.0,1.0,6.0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,It’s tasty,Doesn’t taste good,2.0,Stella,,,0.0,Human-Written,Human-Written
879.0,2024-10-21 12:39:41,2024-10-21 13:00:48,55.0,2.0,3.0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,I like Michelob light so I might try it,The price,1.0,,,,0.0,Human-Written,Human-Written
880.0,2024-10-21 12:48:06,2024-10-21 13:02:58,59.0,2.0,3.0,4.0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4.0,4.0,4.0,3.0,3.0,4.0,7.0,"It's a light lager 
Sounds like it would taste good 
Sounds refreshing",No dislike at all,1.0,,,,0.0,Human-Written,Human-Written
881.0,2024-10-21 12:48:21,2024-10-21 13:08:19,60.0,2.0,3.0,8.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.0,2.0,3.0,3.0,3.0,2.0,6.0,I like the brand and the low calorie count,I prefer a higher alcohol content.,1.0,,,,0.0,Human-Written,Human-Written
882.0,2024-10-21 12:43:19,2024-10-21 13:08:56,55.0,1.0,3.0,5.0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,I like the color of the beer.,I don't dislike anything but I have never tasted it.,1.0,,,,0.0,Human-Written,Human-Written
883.0,2024-10-21 13:35:17,2024-10-21 13:45:09,65.0,2.0,1.0,3.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,less calories,I have no dislike.,1.0,,,,0.0,Human-Written,Human-Written
884.0,2024-10-21 13:33:40,2024-10-21 13:47:24,42.0,1.0,1.0,11.0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,5.0,5.0,5.0,4.0,3.0,4.0,6.0,The package design's and flavor.,No thing in my mind now,3.0,Beer,Vodka,Liquor,1.0,Human-Written,Human-Written
885.0,2024-10-21 13:41:08,2024-10-21 13:47:36,37.0,1.0,1.0,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.0,5.0,5.0,4.0,5.0,5.0,6.0,better known,nothing,3.0,better,well,great,1.0,Human-Written,Human-Written
886.0,2024-10-21 13:40:17,2024-10-21 13:48:04,40.0,1.0,1.0,11.0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,i like this beer,i dont dislike this beer,1.0,,,,0.0,Human-Written,Human-Written
887.0,2024-10-21 13:38:48,2024-10-21 13:50:21,36.0,1.0,3.0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,I love a good lager,,1.0,,,,0.0,Human-Written,Human-Written
889.0,2024-10-21 13:46:34,2024-10-21 14:00:51,63.0,1.0,2.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0,5.0,5.0,3.0,2.0,2.0,0.0,I don't like it,Everything,1.0,,,,0.0,Human-Written,Human-Written
890.0,2024-10-21 13:52:35,2024-10-21 14:02:54,31.0,2.0,4.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,The fact that it's USDA organic,I usually don't care for light lagers or light beer in general,2.0,Budweiser,Miller lite,White claw,0.0,Human-Written,Human-Written
891.0,2024-10-21 13:52:06,2024-10-21 14:02:56,63.0,2.0,3.0,6.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,bottle,the beer,2.0,coors,bud,corona,0.0,Human-Written,Human-Written
894.0,2024-10-21 13:59:42,2024-10-21 14:14:19,52.0,1.0,1.0,3.0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,5.0,4.0,5.0,3.0,3.0,4.0,6.0,It's new and I like to try new things sometimes. USDA doesn't matter to me.,There is nothing to dislike just yet,1.0,,,,0.0,Human-Written,Human-Written
895.0,2024-10-21 14:03:23,2024-10-21 14:15:32,63.0,2.0,5.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,It tastes good.,I usually don’t drink light beer.,1.0,,,,0.0,Human-Written,Human-Written
896.0,2024-10-21 14:01:47,2024-10-21 14:16:29,40.0,2.0,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,I like the look of it and also the abv,There's nothing that I don't really like about it,1.0,,,,0.0,Human-Written,Human-Written
897.0,2024-10-21 14:00:31,2024-10-21 14:17:10,54.0,2.0,2.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,I am not sure I have never had it but it sounds like it may be good,Nothing I have never had it,1.0,,,,0.0,Human-Written,Human-Written
898.0,2024-10-21 13:54:32,2024-10-21 14:21:39,50.0,2.0,3.0,5.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,I drink it when the store is out of coors light,Just don't like it,2.0,Coors light,Busch,Busch light,0.0,Human-Written,Human-Written
899.0,2024-10-21 14:18:52,2024-10-21 14:26:09,57.0,2.0,3.0,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,5.0,5.0,5.0,4.0,3.0,5.0,7.0,Less calories,Nothing,3.0,Heinike,Coors,Bud light,0.0,Human-Written,Human-Written
900.0,2024-10-21 14:13:04,2024-10-21 14:28:27,65.0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,I don't really care for lite beers,It's a lite beer,1.0,,,,0.0,Human-Written,Human-Written
901.0,2024-10-21 14:03:26,2024-10-21 14:30:33,39.0,1.0,1.0,11.0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,5.0,5.0,4.0,4.0,4.0,5.0,7.0,i like it very much,nothing,3.0,chase,goods,great,0.0,Human-Written,Human-Written
902.0,2024-10-21 14:09:33,2024-10-21 14:31:25,60.0,1.0,4.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,I like that it is a light beer.,I prefer darker colored beers.,1.0,,,,0.0,Human-Written,Human-Written
904.0,2024-10-21 14:37:23,2024-10-21 14:44:15,54.0,2.0,1.0,11.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5.0,5.0,4.0,3.0,5.0,5.0,7.0,Crisp,Nothing,2.0,Budweiser,Corona,Miller,0.0,Human-Written,Human-Written
905.0,2024-10-21 14:37:41,2024-10-21 14:45:38,65.0,2.0,2.0,7.0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,The label,Taste,1.0,,,,0.0,Human-Written,Human-Written
908.0,2024-10-21 14:40:17,2024-10-21 14:51:49,37.0,1.0,4.0,9.0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,It is organic.,I do not drink Bud products.,2.0,Michelob dry,Bud light,Cornona,1.0,Human-Written,Human-Written
909.0,2024-10-21 14:40:09,2024-10-21 14:54:01,34.0,2.0,1.0,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,4.0,4.0,3.0,3.0,4.0,6.0,It looks very unique and different,Nothing comes to my mind,2.0,Unique,Clean,Quality,0.0,Human-Written,Human-Written
912.0,2024-10-21 14:49:14,2024-10-21 15:02:26,47.0,1.0,5.0,3.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,It’s new it may be good for some people,Nothing,1.0,,,,1.0,Human-Written,Human-Written
914.0,2024-10-21 15:00:41,2024-10-21 15:10:39,62.0,1.0,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,Never had it,Don't know,1.0,,,,0.0,Human-Written,Human-Written
915.0,2024-10-21 15:00:24,2024-10-21 15:12:44,33.0,2.0,4.0,3.0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,It doesn't have a bad taste,Nothing,2.0,Whiteclaw,Truly,Coors lite,0.0,Human-Written,Human-Written
